PLANT_NAME,PLANT_DESIGN_CAPACITY_MWE,PLANT_COUNTRY,PLANT_STATE,TYPE,PLANT_OVERALL_RATING,PLANT_LATITUDE,PLANT_LONGITUDE,geopoint,PLANT_TYPE_OF_PLANT,PLANT_USED_FOR,PLANT_URL,PLANT_LOCATION,TOPIC,,TYPE_URL
Echo Dam Hydro Power Plant UT USA,4.4,United States of America,Utah,HYDRO,Environmentally Responsible,40.868,-110.952,"40.868, -110.952",,,http://www.globalenergyobservatory.org/geoid/528,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Granite Hydro Power Plant UT USA,2,United States of America,Utah,HYDRO,Environmentally Responsible,40.6661,-111.917,"40.6661, -111.917",,,http://www.globalenergyobservatory.org/geoid/692,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Hydro II Hydro Power Plant UT USA,6.6,United States of America,Utah,HYDRO,Environmentally Responsible,41.724,-111.7337,"41.724, -111.7337",,,http://www.globalenergyobservatory.org/geoid/817,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Lake Creek Hydro Power Plant UT USA,1.5,United States of America,Utah,HYDRO,Environmentally Responsible,40.3289,-111.1622,"40.3289, -111.1622",,,http://www.globalenergyobservatory.org/geoid/971,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Pioneer Hydro Power Plant UT USA,5,United States of America,Utah,HYDRO,Environmentally Responsible,41.2694,-111.903,"41.2694, -111.903",,,http://www.globalenergyobservatory.org/geoid/1346,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Wanship Hydro Power Plant UT USA,1.9,United States of America,Utah,HYDRO,Environmentally Responsible,40.868,-110.952,"40.868, -110.952",,,http://www.globalenergyobservatory.org/geoid/1849,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Bellows Falls Hydro Power Plant VT USA,40.8,United States of America,Vermont,HYDRO,Environmentally Responsible,42.9885,-72.7132,"42.9885, -72.7132",,,http://www.globalenergyobservatory.org/geoid/129,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Boltonville Hydro Associates Hydro Power Plant VT USA,1.1,United States of America,Vermont,HYDRO,Environmentally Responsible,44.0011,-72.374,"44.0011, -72.374",,,http://www.globalenergyobservatory.org/geoid/189,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
East Barnet Hydro Power Plant VT USA,2.2,United States of America,Vermont,HYDRO,Environmentally Responsible,44.4601,-72.1033,"44.4601, -72.1033",,,http://www.globalenergyobservatory.org/geoid/520,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Harriman Hydro Power Plant VT USA,33.6,United States of America,Vermont,HYDRO,Environmentally Responsible,42.9885,-72.7132,"42.9885, -72.7132",,,http://www.globalenergyobservatory.org/geoid/741,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Moretown Generating Station Hydro Power Plant VT USA,1.2,United States of America,Vermont,HYDRO,Environmentally Responsible,44.2701,-72.6163,"44.2701, -72.6163",,,http://www.globalenergyobservatory.org/geoid/1152,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Peterson Hydro Power Plant VT USA,6.3,United States of America,Vermont,HYDRO,Environmentally Responsible,44.4585,-73.0788,"44.4585, -73.0788",,,http://www.globalenergyobservatory.org/geoid/1326,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Silver Lake Hydro Power Plant VT USA,2.2,United States of America,Vermont,HYDRO,Environmentally Responsible,44.028,-73.1398,"44.028, -73.1398",,,http://www.globalenergyobservatory.org/geoid/1588,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Vernon Hydro Power Plant VT USA,20.4,United States of America,Vermont,HYDRO,Environmentally Responsible,42.9885,-72.7132,"42.9885, -72.7132",,,http://www.globalenergyobservatory.org/geoid/1817,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
W K Sanders Hydro Power Plant VT USA,1.8,United States of America,Vermont,HYDRO,Environmentally Responsible,44.6037,-72.6396,"44.6037, -72.6396",,,http://www.globalenergyobservatory.org/geoid/1830,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Weybridge Hydro Power Plant VT USA,3,United States of America,Vermont,HYDRO,Environmentally Responsible,44.028,-73.1398,"44.028, -73.1398",,,http://www.globalenergyobservatory.org/geoid/1890,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Wilder Hydro Power Plant VT USA,35.6,United States of America,Vermont,HYDRO,Environmentally Responsible,43.5769,-72.5875,"43.5769, -72.5875",,,http://www.globalenergyobservatory.org/geoid/1912,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Bath County Pumped Storage Hydroelecric Power Plant VA USA,3003,United States of America,Virginia,HYDRO,Environmentally Responsible,38.2089,-79.8,"38.2089, -79.8",Pumped Storage Power Plant,Peaking Load,http://www.globalenergyobservatory.org/geoid/111,"Bath County, VA, USA",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Leesville Hydro Power Plant VA USA,40,United States of America,Virginia,HYDRO,Environmentally Responsible,37.2106,-79.1035,"37.2106, -79.1035",,,http://www.globalenergyobservatory.org/geoid/991,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Chandler Hydro Power Plant WA USA,12,United States of America,Washington,HYDRO,Environmentally Responsible,46.2355,-119.5105,"46.2355, -119.5105",,,http://www.globalenergyobservatory.org/geoid/305,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Cowlitz Falls Hydro Power Plant WA USA,70,United States of America,Washington,HYDRO,Environmentally Responsible,46.5735,-122.3935,"46.5735, -122.3935",,,http://www.globalenergyobservatory.org/geoid/411,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Cushman 2 Hydro Power Plant WA USA,81,United States of America,Washington,HYDRO,Environmentally Responsible,47.35,-123.201,"47.35, -123.201",,,http://www.globalenergyobservatory.org/geoid/433,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Koma Kulshan Associates Hydro Power Plant WA USA,12,United States of America,Washington,HYDRO,Environmentally Responsible,48.8221,-121.7152,"48.8221, -121.7152",,,http://www.globalenergyobservatory.org/geoid/954,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Lilliwaup Falls Generating Hydro Power Plant WA USA,1.4,United States of America,Washington,HYDRO,Environmentally Responsible,47.35,-123.201,"47.35, -123.201",,,http://www.globalenergyobservatory.org/geoid/999,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Monroe Street Hydro Power Plant WA USA,14.8,United States of America,Washington,HYDRO,Environmentally Responsible,47.6196,-117.4037,"47.6196, -117.4037",,,http://www.globalenergyobservatory.org/geoid/1146,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Skookumchuck Hydro Power Plant WA USA,1,United States of America,Washington,HYDRO,Environmentally Responsible,46.9142,-122.8303,"46.9142, -122.8303",,,http://www.globalenergyobservatory.org/geoid/1597,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
South Fork Tolt Hydro Power Plant WA USA,16.8,United States of America,Washington,HYDRO,Environmentally Responsible,47.4884,-121.8011,"47.4884, -121.8011",,,http://www.globalenergyobservatory.org/geoid/1624,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Upper Baker Hydro Power Plant WA USA,94.4,United States of America,Washington,HYDRO,Environmentally Responsible,48.8221,-121.7152,"48.8221, -121.7152",,,http://www.globalenergyobservatory.org/geoid/1791,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Weeks Falls Hydro Power Plant WA USA,4.3,United States of America,Washington,HYDRO,Environmentally Responsible,47.4884,-121.8011,"47.4884, -121.8011",,,http://www.globalenergyobservatory.org/geoid/1875,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Dam 5 Hydro Power Plant WV USA,1,United States of America,West Virginia,HYDRO,Environmentally Responsible,39.4645,-78.0276,"39.4645, -78.0276",,,http://www.globalenergyobservatory.org/geoid/442,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Millville Hydro Power Plant WV USA,2.8,United States of America,West Virginia,HYDRO,Environmentally Responsible,39.3073,-77.865,"39.3073, -77.865",,,http://www.globalenergyobservatory.org/geoid/1120,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
New Martinsville Hannibal Hydro Hydro Power Plant WV USA,37.4,United States of America,West Virginia,HYDRO,Environmentally Responsible,39.6045,-80.6405,"39.6045, -80.6405",,,http://www.globalenergyobservatory.org/geoid/1206,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Winfield Hydro Power Plant WV USA,24.5,United States of America,West Virginia,HYDRO,Environmentally Responsible,38.3373,-81.529,"38.3373, -81.529",,,http://www.globalenergyobservatory.org/geoid/1922,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Cedar Falls Hydro Power Plant WI USA,6,United States of America,Wisconsin,HYDRO,Environmentally Responsible,44.9477,-91.8984,"44.9477, -91.8984",,,http://www.globalenergyobservatory.org/geoid/294,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Danbury Dam Hydro Power Plant WI USA,1,United States of America,Wisconsin,HYDRO,Environmentally Responsible,45.8632,-92.364,"45.8632, -92.364",,,http://www.globalenergyobservatory.org/geoid/445,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Flambeau Hydro Power Plant WI USA,15,United States of America,Wisconsin,HYDRO,Environmentally Responsible,45.4759,-91.1332,"45.4759, -91.1332",,,http://www.globalenergyobservatory.org/geoid/590,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Holcombe Hydro Power Plant WI USA,33.9,United States of America,Wisconsin,HYDRO,Environmentally Responsible,45.0698,-91.2795,"45.0698, -91.2795",,,http://www.globalenergyobservatory.org/geoid/795,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
LAC Courte Oreilles Hydroelect Hydro Power Plant WI USA,3.4,United States of America,Wisconsin,HYDRO,Environmentally Responsible,45.8807,-91.144,"45.8807, -91.144",,,http://www.globalenergyobservatory.org/geoid/964,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Merrill Hydro Power Plant WI USA,2.3,United States of America,Wisconsin,HYDRO,Environmentally Responsible,45.3393,-89.7309,"45.3393, -89.7309",,,http://www.globalenergyobservatory.org/geoid/1101,,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Hydro
Toyama-Shinko Coal Power Station Japan,500,Japan,Toyama,COAL,Environmentally Responsible,36.7654,137.1286,"36.7654, 137.1286",Super-critical Thermal,Base Load,http://www.globalenergyobservatory.org/geoid/5756,"Toyama Shinko, Toyama, Japan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Almaty CHP-3 Power Plant Kazakstan,173,Kazakhstan,Almaty,COAL,Environmentally Responsible,43.4241,77.0073,"43.4241, 77.0073",Sub-critical Thermal,Base Load,http://www.globalenergyobservatory.org/geoid/41807,"Almaty, Kazakstan",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Kosovo B Coal Power Plant Kosovo,678,Kosovo,Pristina,COAL,Environmentally Responsible,42.69374,21.05695,"42.69374, 21.05695",Sub-critical Thermal,Base Load,http://www.globalenergyobservatory.org/geoid/42699,"Kastriot, Pristina, Kosovo",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Carbon II Coal Power Station Mexico,1400,Mexico,Coahuila,COAL,Environmentally Responsible,28.4675,-100.69779,"28.4675, -100.69779",Sub-critical Thermal,Base Load,http://www.globalenergyobservatory.org/geoid/2557,"Nava, Coahuila",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Mohammedia Coal Power Plant Morocco,300,Morocco,Grand Casablanca,COAL,Environmentally Responsible,33.682,-7.435,"33.682, -7.435",Sub-critical Thermal,,http://www.globalenergyobservatory.org/geoid/41607,"Mohammedia, Grand Casablanca, Morocco",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Van Eck Coal Power Plant Namibia,120,Namibia,Khomas,COAL,Environmentally Responsible,-22.514,17.07893,"-22.514, 17.07893",Sub-critical Thermal,,http://www.globalenergyobservatory.org/geoid/40393,"Windhoek,",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Eemshaven USC Coal Power Plant Netherlands,1600,Netherlands,Groningen,COAL,Environmentally Responsible,53.4441,6.856,"53.4441, 6.856",Ultra-Super-Critical Thermal,,http://www.globalenergyobservatory.org/geoid/44523,"Eemshaven, Groningen, Netherlands",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
C.T. Ilo 2 Power Plant Peru,135,Peru,Moquegua,COAL,Environmentally Responsible,-17.7762,-71.18958,"-17.7762, -71.18958",Sub-critical Thermal,Base Load,http://www.globalenergyobservatory.org/geoid/44542,"Moquegua, Peru",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Calaca (Batangas) Coal Power Plant Philippines,600,Philippines,Batangas,COAL,Environmentally Responsible,13.9303,120.7886,"13.9303, 120.7886",Sub-critical Thermal,,http://www.globalenergyobservatory.org/geoid/41682,"Calaca, Batangas, Philippines",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Masinloc Coal Power Plant Philippines,600,Philippines,Zambales,COAL,Environmentally Responsible,15.5645,119.9233,"15.5645, 119.9233",Sub-critical Thermal,,http://www.globalenergyobservatory.org/geoid/41683,"Masinloc, Zambales, Phiippines",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Wroclaw CHP Power Plant Poland,263,Poland,dolnoslaskie,COAL,Environmentally Responsible,51.1236,17.0244,"51.1236, 17.0244",Cogeneration Power and Heat Steam Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/42487,ul. Lowiecka 24 50-220 Wrocaw Poland,POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Lagisza CHP Coal Power Plant Poland,840,Poland,slaskie,COAL,Environmentally Responsible,50.349,19.142,"50.349, 19.142",Cogeneration Power and Heat Steam Turbine,,http://www.globalenergyobservatory.org/geoid/40598,"Bedzin, Slaskie, Poland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Lagisza II Supercritical Coal Power Plant Poland,460,Poland,slaskie,COAL,Environmentally Responsible,50.3477,19.141,"50.3477, 19.141",Super-critical Thermal,,http://www.globalenergyobservatory.org/geoid/40599,"Bedzin, Slaskie, Poland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Laziska CHP Coal Power Plant Polan,1155,Poland,slaskie,COAL,Environmentally Responsible,50.133,18.846,"50.133, 18.846",Cogeneration Power and Heat Steam Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/40600,"Laziska Gorne, Slaskie, Poland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Jaworzno III CHP Coal Power Plant Poland,1345,Poland,slaskie,COAL,Environmentally Responsible,50.207,19.203,"50.207, 19.203",Cogeneration Power and Heat Steam Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/40601,"Jaworzno, Slaskie, Poland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Jaworzno II CHP Coal Power Plant Poland,190,Poland,slaskie,COAL,Environmentally Responsible,50.213,19.227,"50.213, 19.227",Cogeneration Power and Heat Steam Turbine,,http://www.globalenergyobservatory.org/geoid/40602,"Jaworzno, Slaskie, Poland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Elcho Chorzow CHP Coal Power Plant Poland,226,Poland,slaskie,COAL,Environmentally Responsible,50.308,18.969,"50.308, 18.969",Cogeneration Power and Heat Steam Turbine,Base Load,http://www.globalenergyobservatory.org/geoid/40608,"Chorzow, Slaskie, Poland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Kielce CHP Power Plant Poland,10.5,Poland,swietokrzyskie,COAL,Environmentally Responsible,50.896,20.613,"50.896, 20.613",Sub-critical Thermal,Base Load,http://www.globalenergyobservatory.org/geoid/42484,"Kielce, Swietokrzyskie, Poland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Konin CHP Coal Power Plant Poland,488,Poland,wielkopolskie,COAL,Environmentally Responsible,52.283,18.27,"52.283, 18.27",Sub-critical Thermal,Base Load,http://www.globalenergyobservatory.org/geoid/40614,"Konin, Wielkopolskie, Poland",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
Talin (Dalin) Thermal Power Plant Taiwan,2650,Republic of China Taiwan,Kaohsiung,COAL,Environmentally Responsible,22.537,120.335,"22.537, 120.335",Both Sub and Super Critical Thermal,Base Load,http://www.globalenergyobservatory.org/geoid/5647,"Talin / Kaohsiung, Taiwan, ROC",POWERPLANTS,,http://www.globalenergyobservatory.org/list.php?db=PowerPlants&type=Coal
